"from_date","emp_no","last_name","first_name","gender","salary"
"1986-10-02",258144,"Naudin","Haldun","F",40000
"1986-03-18",258145,"Kavanagh","Feiyu","M",40000
"1986-10-13",258168,"Pews","Junsik","M",43727
"1986-08-16",258187,"Kitai","Sanjay","F",54328
"1986-06-07",258193,"Calkin","Shaz","M",40960
"1986-01-09",258227,"Eldridge","Remmert","F",50160
"1986-01-18",258230,"Ranon","Mokhtar","M",52832
"1986-02-03",258232,"Valette","Susanna","M",59508
"1986-07-11",258240,"Clouatre","Sushant","M",79121
"1986-02-23",258253,"Bernatsky","Zhongwei","F",40000
"1986-01-23",258254,"Pell","Mingdong","F",42726
"1986-07-29",258271,"Peck","Mads","M",62848
"1986-05-15",258359,"Bresenham","Saeed","F",66607
"1986-10-10",258363,"Veevers","Tayeb","M",40000
"1986-04-05",258281,"Spataro","Heon","M",59909
"1986-06-24",258371,"Ciolek","Udi","F",82944
"1986-11-28",258291,"Bennet","Przemyslawa","M",42023
"1986-04-19",258398,"Lieblein","Sangeeta","M",40000
"1986-07-17",258293,"Pietracaprina","Steve","M",55414
"1986-08-05",258295,"Rosti","Susanna","F",66865
"1986-09-07",258420,"Geffroy","Arne","M",68896
"1986-01-07",258310,"Kolvik","Naftaly","M",52107
"1986-10-11",258435,"Denti","Chinho","F",67530
"1986-08-30",258442,"Cichocki","Demos","M",62602
"1986-01-19",258600,"Litzkow","Yuuichi","M",48278
"1986-02-04",258450,"Tsukuda","Zhenbing","F",57547
"1986-01-12",258624,"Swab","Dines","F",84313
"1986-03-13",258475,"Gladwell","Amabile","F",40000
"1986-06-01",258482,"Tetzlaff","Ziya","M",44488
"1986-02-08",258484,"Minakawa","Arve","M",40000
"1986-05-22",258650,"Yoshizawa","Alselm","F",40000
"1986-06-25",258501,"Bach","Nadjib","M",45544
"1986-10-02",258666,"Raoux","Girolamo","M",40000
"1986-03-17",258677,"Chaudhuri","Shiv","M",40000
"1986-10-05",258544,"Bahi","Demos","F",64065
"1986-08-26",258689,"Rebaine","Vishv","F",56887
"1986-09-25",258554,"Kossowski","Yonghong","M",40000
"1986-08-22",258560,"Ligten","Tristan","F",40000
"1986-10-23",258561,"Esposito","Souichi","F",40000
"1986-05-09",258692,"Axelband","Harjit","M",40000
"1986-04-14",258707,"Koprowski","Hailing","F",65581
"1986-08-11",258592,"Tetzlaff","Laurentiu","M",40000
"1986-07-16",258864,"Avouris","Susanta","M",40000
"1986-08-09",258875,"Emmart","Josyula","F",40000
"1986-11-24",258729,"Ananiadou","Masamitsu","F",61468
"1986-04-27",258897,"Guerreiro","Kotesh","F",62438
"1986-01-22",258742,"Danecki","Avishai","M",44753
"1986-08-14",258746,"Denna","Sailaja","M",40000
"1986-05-07",258770,"Hinsberger","Jongsuk","M",54335
"1986-07-16",258904,"Bael","Wojceich","M",40000
"1986-03-06",258913,"Vesna","Alois","F",40388
"1986-08-25",258796,"Hofstetter","Badri","M",89005
"1986-11-22",258800,"Shanbhogue","Margareta","M",43292
"1986-07-31",258922,"Bednarek","Arie","M",61870
"1986-09-12",258810,"Sabnani","Ziva","M",56744
"1986-04-14",258815,"Fasbender","Jeanne","F",40000
"1986-07-31",258816,"Angelov","Sreenivas","M",40000
"1986-11-14",258924,"Stiles","Heekeun","M",49342
"1986-10-31",258833,"Cronin","Susanta","M",46909
"1986-04-03",258932,"Laventhal","Tamiya","M",40000
"1986-03-23",258841,"Ciolek","Naraig","M",44623
"1986-05-15",258848,"Suermann","Tooru","M",52858
"1986-06-05",258965,"Perelgut","Hugo","M",40000
"1986-11-07",258850,"Heuter","Werner","M",56477
"1986-12-20",258854,"Luff","Valeri","F",79108
"1986-08-11",258981,"Swist","Guther","M",56107
"1986-03-11",258992,"Marakhovsky","Izaskun","M",57583
"1986-09-14",259134,"Raney","Elgin","M",52107
"1986-10-30",258997,"Rusterholz","Gian","M",40000
"1986-07-11",259026,"Rajcani","Mabo","M",56663
"1986-12-27",259143,"Stamatiou","Lenore","M",65639
"1986-02-14",259041,"Feldhoffer","Christoper","M",53688
"1986-08-11",259144,"Swiss","Tooru","M",40000
"1986-10-27",259052,"Comellas","Mads","M",40000
"1986-03-02",259155,"Piveteau","Ewing","M",52971
"1986-04-10",259055,"Suwa","Mary","M",51411
"1986-05-19",259066,"Bennet","Shaz","M",40000
"1986-02-01",259069,"Rodite","Shirish","M",67463
"1986-10-27",259187,"Vesel","Kristof","M",40000
"1986-08-26",259223,"Vakili","Apostol","M",96916
"1986-11-23",259116,"Lunt","Eckart","M",86835
"1986-04-22",259117,"Jiang","Fumitaka","M",52401
"1986-05-03",259236,"Coney","Duangkaew","M",40015
"1986-12-17",259248,"Hertweck","Chuanyi","F",40000
"1986-12-03",259257,"Katiyar","Howell","F",47771
"1986-08-27",259400,"Maliniak","Percy","M",98392
"1986-10-14",259407,"Zaccaria","Odinaldo","M",40000
"1986-07-16",259302,"Speckmann","Bernice","F",40000
"1986-03-11",259416,"Sifakis","Debatosh","M",40000
"1986-02-10",259437,"Babb","Yucel","M",62660
"1986-11-03",259325,"Bashian","Pantung","M",40000
"1986-07-04",259447,"Albarhamtoshy","Yannis","M",68580
"1986-12-14",259365,"Birdsall","Bernd","M",80807
"1986-07-21",259457,"Garnier","Alper","M",62540
"1986-08-30",259373,"Delaune","Youpyo","F",40000
"1986-07-19",259464,"Perri","Tonia","F",60251
"1986-01-08",259501,"Zultner","Udi","M",40000
"1986-12-13",259514,"Pileggi","Nimmagadda","F",40000
"1986-11-16",259524,"Rathonyi","Greger","M",64958
"1986-11-01",259531,"Menyhert","Odysseas","M",46874
"1986-10-13",259692,"Antonisse","Along","M",40000
"1986-06-20",259543,"Roisin","Navid","M",49072
"1986-03-01",259551,"Coorg","Arup","M",40000
"1986-09-03",259558,"Noriega","Shaunak","M",40000
"1986-04-28",259569,"Crabtree","Arno","M",51496
"1986-09-14",259580,"Snedden","Tru","F",59912
"1986-09-02",259713,"Heijenga","Shuzo","F",57517
"1986-01-20",259607,"Ozeki","Bikash","M",58763
"1986-09-14",259617,"Trelles","Chenyi","M",64149
"1986-08-20",259716,"Kolinko","Remzi","F",80443
"1986-09-19",259722,"Vendrig","Candida","F",51612
"1986-07-02",259723,"Chvatal","Arno","M",53080
"1986-06-11",259639,"Luef","Youpyo","F",42837
"1986-12-05",259727,"Ertl","Macha","F",40000
"1986-05-30",259649,"Comellas","Suzette","M",83357
"1986-07-15",259651,"Falby","Boaz","M",71504
"1986-12-10",259652,"Lovengreen","Ziyad","F",77624
"1986-06-10",259730,"Buchter","Tesuro","M",59594
"1986-07-17",259660,"Melter","Kristinn","M",73666
"1986-05-07",259663,"Casley","Masaki","M",42397
"1986-12-12",259665,"Decaestecker","Zsolt","F",40000
"1986-06-01",259748,"Isard","Leif","M",42638
"1986-03-05",259773,"Munro","Duri","F",45456
"1986-11-06",259942,"Linnainmaa","Arra","M",49030
"1986-06-25",259806,"Petersohn","Lakshmi","M",40000
"1986-04-07",259828,"Katiyar","Cathie","F",72669
"1986-01-02",259830,"Nations","Holgard","F",40000
"1986-06-26",259837,"Radwan","Hideo","M",103344
"1986-01-09",259871,"Stamatiou","Eric","F",45878
"1986-10-12",259880,"Bolsens","Shuji","M",50097
"1986-10-02",259885,"Ishibashi","Moni","M",40985
"1986-02-05",259911,"Ghandeharizadeh","Tzvetan","F",53733
"1986-10-12",259965,"Kushner","Udaiprakash","F",40000
"1986-09-15",259980,"Muntz","Mary","F",40000
"1986-08-08",259997,"Junot","Valdiodio","F",64904
"1986-04-30",259999,"Luby","Roded","M",71695
"1986-07-11",260011,"Falck","Rosalie","F",50467
"1986-02-05",260020,"Weedman","Almudena","M",40000
"1986-06-30",260030,"Ulupinar","Paloma","M",49304
"1986-01-14",260093,"Haraldson","Shooichi","M",40000
"1986-11-25",260034,"Zedlitz","Dietrich","F",47808
"1986-01-18",260111,"Delaune","Gunilla","M",58755
"1986-08-25",260206,"Waterhouse","Pranjal","M",40000
"1986-02-16",260137,"Lamba","Panayotis","F",87607
"1986-09-15",260181,"Shanbhogue","Evgueni","F",40000
"1986-08-27",260185,"Honglei","Chiranjit","F",72995
"1986-04-17",260190,"Marletta","Sumali","M",64287
"1986-05-01",260209,"Luca","Venkatesan","M",44298
"1986-01-07",260193,"Rassart","Maya","M",49149
"1986-11-11",260196,"Schaaf","Uriel","M",49484
"1986-09-23",260223,"Gopalakrishnan","Vasiliy","F",67747
"1986-12-21",260229,"Junet","Munehiro","M",46471
"1986-03-10",260234,"Katzenelson","Gay","F",40000
"1986-06-19",260240,"Falster","Mayuko","F",40000
"1986-01-02",260242,"Turnbull","Ramzi","M",40000
"1986-12-05",260245,"Pepe","Yannis","M",47047
"1986-09-29",260252,"Hagimont","Taiji","F",64656
"1986-10-07",260300,"Maccarone","Anneke","M",40000
"1986-11-16",260349,"Luon","Paris","M",68929
"1986-08-19",260352,"Kilgore","Ayonca","F",40000
"1986-08-13",260378,"Basagni","Taisook","M",65279
"1986-01-06",260302,"Velasco","Munir","F",61964
"1986-11-04",260332,"Hofmeyr","Abdelaziz","F",54401
"1986-09-10",260401,"Raney","Khue","F",56579
"1986-01-31",260334,"Montresor","Mart","F",40000
"1986-09-25",260440,"Kilgour","Ayonca","F",53864
"1986-02-03",260483,"Denos","Masami","M",60451
"1986-03-04",260461,"Servi","Udo","F",40000
"1986-06-07",260493,"Schaaf","Boalin","F",75609
"1986-09-06",260505,"Chleq","Tomoyuki","M",46754
"1986-08-07",260517,"Keohane","Szabolcs","M",40000
"1986-09-14",260518,"Kusakari","Gila","M",40000
"1986-01-27",260613,"Marletta","Stevo","F",40000
"1986-08-13",260520,"Thisen","Susumu","M",41988
"1986-11-26",260521,"Marrevee","Dekang","M",40000
"1986-10-19",260628,"Aloisi","Jahangir","M",40000
"1986-03-30",260544,"Yoshizawa","Premsyl","F",49143
"1986-07-06",260642,"Kemmerer","Xianlong","M",40000
"1986-11-19",260654,"Zhang","Berhard","F",48946
"1986-04-17",260656,"Perri","Reinhard","F",43048
"1986-11-30",260658,"Schnelling","Bodo","F",81432
"1986-03-15",260546,"Haldar","Behnaam","M",40000
"1986-07-08",260564,"Pepe","Mayumi","M",48996
"1986-07-30",260565,"Zaumen","Filipe","M",55423
"1986-05-28",260701,"Kleiser","Aran","M",40000
"1986-04-11",260575,"Ushiama","Kokou","M",40000
"1986-09-11",260582,"Cools","Ortrud","M",68628
"1986-04-12",260588,"Speel","Shuichi","M",55406
"1986-06-01",260877,"Cooke","Munenori","M",76899
"1986-06-13",260881,"Binkley","Naftaly","F",65662
"1986-09-03",260907,"Veevers","Paddy","M",80034
"1986-11-10",260753,"Suermann","Kankanahalli","M",64106
"1986-06-23",260756,"Swick","Jahangir","M",57953
"1986-03-08",260772,"Landherr","Abdelghani","F",53640
"1986-10-22",260912,"Nations","Arlette","M",44197
"1986-10-09",260783,"Emmerich","Danny","M",44669
"1986-12-03",260794,"Onuegbe","Fumiyo","F",77148
"1986-04-19",260924,"Flexer","Kwangsub","M",72612
"1986-03-08",260928,"Undy","Barun","M",40000
"1986-04-21",260930,"Feinberg","Zita","M",46247
"1986-12-19",260832,"Langford","Shigeu","M",88328
"1986-08-10",260934,"Boissier","Zhenbing","F",67629
"1986-09-27",260954,"Radhakrishnan","Huican","M",55559
"1986-08-29",260850,"Serra","Goa","F",40188
"1986-02-23",260855,"Schwartzburd","Sachar","F",56045
"1986-11-19",260865,"Zallocco","Giao","M",48791
"1986-05-27",260961,"Oaver","Junsik","M",40000
"1986-11-09",260995,"Hagimont","Martijn","M",76763
"1986-07-06",261006,"Ibel","Guozhong","M",64402
"1986-02-20",261143,"Mansanne","Reinhard","M",69057
"1986-12-13",261014,"Heering","Guozhong","F",74574
"1986-09-15",261017,"Varker","Genta","M",68767
"1986-08-10",261020,"Peck","Mokhtar","M",41236
"1986-07-06",261146,"Biran","Manibrata","F",88014
"1986-07-25",261042,"Fiebach","Takahira","M",40000
"1986-08-04",261154,"Munos","Fabrizio","M",63249
"1986-03-08",261201,"Trachtenberg","Berry","M",40000
"1986-10-20",261063,"Schoegge","Irena","M",40000
"1986-06-18",261078,"Attimonelli","Aamod","F",41078
"1986-04-13",261087,"Hegner","Teiji","F",40000
"1986-06-25",261088,"Lichtman","Zejun","M",50040
"1986-02-03",261266,"Bazelow","Tadahiro","M",76170
"1986-05-19",261127,"Pena","Tremaine","F",72264
"1986-06-30",261130,"Stassinopoulos","Brigham","F",53934
"1986-11-19",261274,"Serra","Mads","F",54587
"1986-11-15",261459,"Barreiro","Theirry","F",59739
"1986-07-12",261279,"Sgarro","Ghassan","M",80023
"1986-09-06",261284,"Piancastelli","Danil","M",40000
"1986-04-02",261287,"Mawatari","Martins","M",63720
"1986-02-28",261309,"Thorelli","Jinya","M",65142
"1986-02-02",261474,"Trelles","Snehasis","M",40000
"1986-05-28",261337,"Leslie","Deniz","M",67343
"1986-02-09",261523,"Wissmann","Shahab","M",40000
"1986-08-29",261357,"Matzel","Jasminko","M",40000
"1986-08-06",261365,"Asmuth","Feiyu","M",82338
"1986-07-26",261374,"Antonisse","Arumugam","M",40000
"1986-10-25",261375,"Castellani","Chiradeep","F",74825
"1986-02-16",261532,"Merro","Vatsa","M",40000
"1986-11-04",261409,"Cairo","Chiradeep","M",90408
"1986-04-17",261540,"Snedden","Nitsan","M",69092
"1986-08-07",261691,"Morrin","Elvia","M",44761
"1986-12-27",261551,"Azevdeo","Atreyi","M",40000
"1986-05-15",261694,"Picaronny","Fumitaka","M",66962
"1986-11-28",261560,"Atchley","Boaz","M",40000
"1986-11-01",261714,"Gulak","Toney","F",40000
"1986-08-10",261574,"Benantar","Kauko","M",41190
"1986-08-01",261715,"Pargas","Nahum","M",48689
"1986-05-09",261615,"Nittel","Faiza","M",50486
"1986-10-06",261626,"Shanbhogue","Weicheng","M",49761
"1986-01-05",261635,"Ruther","Amalendu","M",41984
"1986-04-26",261653,"Setlzner","Weiwu","M",40000
"1986-07-28",261664,"Maquelin","Hatsukazu","M",66927
"1986-07-07",261730,"Christianini","Ishfaq","F",49666
"1986-02-03",261674,"Lorys","Paraskevi","M",41841
"1986-11-22",261762,"Lanzelotte","Mohammed","M",77259
"1986-07-21",261764,"Viele","Kenton","F",40000
"1986-06-18",261778,"Gerlach","Guiseppe","F",50366
"1986-02-13",261779,"Dichev","Yahiko","F",48566
"1986-08-02",261792,"Michaeli","Adas","F",98958
"1986-02-07",261846,"Farris","Phuoc","F",52263
"1986-03-28",261804,"Perry","Domenico","M",59718
"1986-12-20",261864,"Maginnis","Froduald","M",70807
"1986-11-20",261960,"Mahnke","Xinyu","F",49578
"1986-11-24",261874,"Mandelberg","Elrique","F",40000
"1986-01-19",261884,"Sidhu","Shooichi","F",49468
"1986-04-23",261886,"Syrotiuk","Shietung","M",58346
"1986-01-16",261903,"Melton","Rafols","F",41497
"1986-04-01",261904,"Raczkowsky","Gurbir","M",40000
"1986-05-08",261978,"Willoner","Mahendra","M",40000
"1986-05-09",261939,"Morrin","Froduald","F",49399
"1986-01-16",262002,"Rando","Jianhui","F",40000
"1986-04-12",262017,"Demizu","Genevieve","M",43016
"1986-06-03",262021,"Bahr","Kenton","M",63679
"1986-05-30",262063,"Tomescu","Van","F",73665
"1986-09-04",262107,"Asrin","Lidong","M",40000
"1986-04-07",262070,"Koshiba","Atreyi","M",51432
"1986-08-25",262240,"Sessa","Arno","F",40000
"1986-04-07",262145,"Babb","Diederik","F",62668
"1986-03-12",262153,"Dichev","Paris","M",44370
"1986-03-14",262154,"Vrecion","Wonhee","M",40000
"1986-10-01",262172,"Riesenhuber","Kiam","M",42250
"1986-04-13",262188,"Schneeberger","Qingxiang","M",40000
"1986-02-27",262197,"Cardazo","Goh","F",42431
"1986-04-08",262206,"Ossenbruggen","Breannda","M",48208
"1986-12-17",262262,"Deyuan","Douadi","M",67049
"1986-12-24",262274,"Herath","Heeju","M",73132
"1986-04-19",262312,"Stasinski","Gaurav","M",51267
"1986-04-26",262321,"Demeyer","Aran","M",73934
"1986-03-09",262362,"Birge","Arnd","F",44485
"1986-07-13",262363,"Jansch","Arve","F",55730
"1986-08-05",262373,"Koblitz","Sahrah","F",60678
"1986-07-21",262325,"Luit","Zejun","F",40000
"1986-01-22",262380,"Gips","Luerbio","F",49578
"1986-09-17",262327,"McFarlan","Nagui","M",52623
"1986-04-17",262503,"McConalogue","Geraldo","M",68861
"1986-08-10",262415,"Junot","Kenroku","M",61302
"1986-12-25",262423,"Alameldin","Vishu","M",40000
"1986-03-22",262424,"Conia","Mart","F",51920
"1986-05-19",262428,"Gerlach","Changho","F",70301
"1986-04-13",262430,"Itzigehl","Kokou","M",43531
"1986-07-06",262441,"Jording","Shmuel","F",59759
"1986-09-07",262476,"Gluchowski","Kersti","M",57238
"1986-01-13",262516,"Nilsson","Kayoko","M",56925
"1986-09-22",262552,"Akaboshi","Parviz","M",72328
"1986-11-14",262558,"Baaleh","Parviz","F",64208
"1986-04-15",262760,"Marakhovsky","Christoph","M",49337
"1986-01-16",262615,"Poulakidas","Georgi","F",49194
"1986-03-10",262650,"Stille","Mandell","M",40000
"1986-11-14",262655,"Cherinka","Zhiwei","M",40000
"1986-09-01",262675,"Krider","JoAnne","M",44806
"1986-11-03",262709,"Cmelik","Parto","M",62180
"1986-04-10",262712,"Noriega","Eishiro","M",40000
"1986-05-08",262771,"Lammel","Guttorm","F",40000
"1986-03-23",262724,"Emden","Sadok","F",72281
"1986-07-24",262725,"Schiettecatte","Miyeon","M",40026
"1986-01-23",262780,"Munch","Vincent","M",47748
"1986-07-01",262744,"Perfilyeva","Masaru","F",52088
"1986-04-16",262746,"Maksimenko","Duro","F",40000
"1986-08-23",262781,"Fontet","Weiru","F",96817
"1986-08-06",262809,"Kadhim","Venkatesan","F",70050
"1986-10-04",262814,"Coullard","Vasiliy","M",40000
"1986-06-28",262815,"Wielonsky","Saniya","M",57476
"1986-12-03",262822,"Aamodt","Supot","M",58895
"1986-06-01",262831,"Hagimont","Jaques","F",55048
"1986-01-01",262840,"Masaki","Munehiko","F",40000
"1986-08-05",262860,"Harnett","Vishv","F",58020
"1986-03-05",262917,"Lamma","Monique","F",78983
"1986-12-01",262927,"Fetvedt","Nadjib","M",52346
"1986-03-14",263037,"Rabejac","Weijing","M",49018
"1986-12-12",262941,"Panienski","Elliott","F",83709
"1986-01-01",262950,"Vidal","Yinghua","M",64584
"1986-11-12",262960,"Emden","Xiaoheng","F",48835
"1986-08-29",262975,"Lanphier","Suvo","F",52832
"1986-12-02",262991,"Sundgren","Ulf","M",48011
"1986-04-03",262996,"Speek","Weiye","M",40000
"1986-12-05",263002,"Bernatsky","Ramzi","F",52819
"1986-06-10",263043,"Tischendorf","Paris","M",63832
"1986-04-04",263045,"Linares","Taizo","M",44248
"1986-04-12",263078,"Vieth","Kristine","M",83169
"1986-09-04",263116,"Jullig","Baziley","M",46314
"1986-09-19",263130,"Grandbois","Haldun","M",40000
"1986-05-24",263174,"Wielonsky","Shen","F",54976
"1986-08-14",263178,"Nanard","Along","M",79708
"1986-05-18",263189,"Danecki","Prasadram","M",40000
"1986-03-24",263283,"Auria","Hsiangchu","F",40000
"1986-04-04",263235,"Doering","Elgin","F",41399
"1986-02-21",263302,"Leaver","Kyoichi","M",65187
"1986-11-29",263276,"Ullian","Ramya","M",44710
"1986-09-03",263305,"Luit","Arie","F",40000
"1986-06-09",263344,"Benantar","Nishit","F",53528
"1986-02-21",263555,"Birnbaum","Ingemar","M",45459
"1986-11-20",263418,"Zeilberger","Juyoung","M",57613
"1986-03-14",263419,"Whitcomb","Mandell","M",40000
"1986-11-28",263422,"Moffat","Magy","F",59320
"1986-12-15",263439,"Kabayashi","Atreye","M",40000
"1986-12-20",263460,"Asrin","Otmar","F",57711
"1986-09-29",263465,"Matzen","Yuichiro","F",40000
"1986-11-18",263478,"Pashtan","Augustine","M",54290
"1986-09-07",263481,"Fritzsche","Rosella","F",49185
"1986-02-09",263483,"Stranks","Jiong","M",40000
"1986-04-13",263489,"Heemskerk","Pramod","M",41569
"1986-02-05",263561,"Streng","Huei","M",43668
"1986-04-07",263576,"Passafiume","Kerhong","M",40000
"1986-07-12",263585,"Potthoff","Gad","M",58395
"1986-02-12",263536,"Chaudhury","Kiyotoshi","M",60794
"1986-08-14",263540,"Cummings","Dharmaraja","F",40000
"1986-11-28",263543,"Foong","Gina","M",40000
"1986-08-16",263548,"Bamford","Heejo","M",40000
"1986-08-31",263590,"Erev","Jinpo","M",45476
"1986-03-20",263591,"Restivo","Parviz","M",40000
"1986-11-20",263598,"Czaja","Arfst","M",52222
"1986-03-17",263704,"Schmezko","Parto","F",55017
"1986-08-12",263603,"Rissanen","Berto","F",40000
"1986-04-11",263628,"Heusch","Tamiya","M",68030
"1986-10-30",263732,"Kavanagh","Kazuhiko","M",48053
"1986-05-09",263744,"Perelgut","Uinam","F",64050
"1986-06-29",263752,"Swen","Stabislas","M",40000
"1986-11-17",263641,"Pehl","Rosalyn","F",40000
"1986-04-12",263647,"Hellwagner","Weidon","F",40000
"1986-09-16",263663,"Shackell","Dinah","F",40000
"1986-12-04",263675,"Ginneken","Herbert","M",78764
"1986-06-06",263813,"Liedekerke","Khun","M",40000
"1986-12-02",263676,"Kaelbling","Shaz","M",68861
"1986-06-23",263954,"Meriste","Kamakshi","F",40000
"1986-11-05",263955,"Chinin","Rance","F",118459
"1986-06-21",263967,"Farrag","Pranav","F",49994
"1986-05-12",263849,"Engberts","Subhada","F",40000
"1986-10-19",263850,"Cappelli","Kousuke","M",40000
"1986-06-22",263853,"Kavanagh","Kwok","M",58854
"1986-11-14",263976,"Cusworth","Eran","M",40000
"1986-05-28",264010,"Shokrollahi","Christoph","F",90819
"1986-07-20",263881,"Larfeldt","Chinhyun","M",60505
"1986-10-27",263885,"Gopalakrishnan","Mingzeng","F",46228
"1986-09-07",263903,"Krychniak","Atreyi","M",40000
"1986-02-11",263907,"Mukaidono","Bangqing","M",84180
"1986-04-11",263913,"Berstel","Sampalli","F",43960
"1986-09-17",263918,"Meriste","Radhia","F",47191
"1986-04-04",264017,"Swick","Mechthild","M",44717
"1986-04-10",264065,"Bolotov","Mohd","F",47144
"1986-07-11",264219,"Roisin","Yucai","M",40000
"1986-04-13",264095,"Lally","Vidya","M",70224
"1986-01-29",264223,"Klyachko","Dines","F",41741
"1986-02-07",264229,"Hofstetter","Nalini","F",54510
"1986-01-28",264110,"Piazza","Shiv","M",80535
"1986-11-14",264236,"Papsdorf","Sadun","M",57574
"1986-02-21",264128,"Suomi","Guangming","F",90452
"1986-05-12",264241,"Chvatal","Shin","M",55578
"1986-08-07",264138,"Garrabrants","Mara","M",55633
"1986-12-01",264144,"Cronin","Saeed","F",80522
"1986-10-16",264248,"Terwilliger","Danae","M",40000
"1986-10-16",264146,"Zaiane","Gennadi","M",69213
"1986-06-09",264147,"Goldhammer","Stamatina","F",62476
"1986-01-22",264250,"Fasbender","Shmuel","F",40000
"1986-11-01",264257,"Pettis","Heon","F",40000
"1986-06-12",264345,"Moffat","Foong","F",53344
"1986-11-28",264183,"Plavsic","Anyuan","M",75661
"1986-06-25",264189,"Binding","Charmane","F",55286
"1986-03-30",264194,"Merey","Aral","M",68609
"1986-12-05",264198,"Siprelle","Richard","M",49761
"1986-07-28",264207,"Schwartzbauer","Yinlin","F",74668
"1986-11-24",264208,"Malinowski","Janalee","F",40323
"1986-05-15",264212,"Lagarias","Salvador","F",40000
"1986-08-01",264349,"Poehlman","Weijing","M",59191
"1986-06-24",264523,"Siksek","Werner","M",40000
"1986-03-15",264390,"Waeselynck","Abdelghani","F",91248
"1986-07-22",264397,"Homond","Samphel","M",55581
"1986-09-03",264420,"Viele","Zvonko","M",40000
"1986-08-21",264434,"Ghelli","Mizuhito","F",50456
"1986-09-23",264435,"Sudkamp","Ung","F",96179
"1986-03-03",264524,"Kakkar","Baoqiu","F",46878
"1986-10-02",264441,"Sinitsyn","Horward","F",40000
"1986-07-11",264535,"Ashish","Gunilla","F",40000
"1986-12-26",264458,"Vecchi","Gonzalo","F",41491
"1986-03-24",264538,"Ranka","Leucio","M",57671
"1986-07-24",264558,"Fordan","Narain","F",52767
"1986-01-04",264477,"Orsini","Sigeru","M",41408
"1986-02-25",264479,"Gulik","Heng","M",40000
"1986-01-29",264559,"Mundy","Kiyotoshi","M",40000
"1986-09-22",264580,"Rosis","Valeri","F",40000
"1986-11-18",264582,"Lienhardt","Menkae","M",40000
"1986-05-10",264597,"Madeira","Leif","F",40000
"1986-04-13",264611,"Schaaf","Atilio","F",87639
"1986-04-24",264757,"Tischendorf","Djelloul","F",48751
"1986-08-22",264650,"DiGiano","Srinidhi","M",72871
"1986-06-18",264703,"Genther","Temple","F",50268
"1986-01-16",264759,"Lammel","Valeri","M",72517
"1986-01-06",264713,"Birge","Hatem","M",40000
"1986-07-25",264807,"Rotem","Jovan","M",41018
"1986-11-11",264724,"Baig","Babette","M",73414
"1986-06-06",264728,"Setia","Izaskun","M",46302
"1986-11-24",264729,"Dahlbom","Falguni","M",57319
"1986-10-21",264750,"DeMori","DAIDA","M",40000
"1986-08-22",264842,"Asrin","Valeri","M",40000
"1986-08-12",264845,"Tsunoo","Amabile","F",48260
"1986-04-01",264848,"Fandrianto","Gino","F",46133
"1986-06-19",264850,"Rassart","Prasadram","M",57497
"1986-05-10",264897,"Suermann","Dannz","M",49461
"1986-06-21",265029,"Montresor","Navin","M",65102
"1986-05-25",264971,"Einsfeld","Shaz","F",40000
"1986-01-19",264974,"Krogh","Cathie","M",77823
"1986-12-09",264979,"Crouzet","Elgin","F",48178
"1986-01-15",264984,"Birdsall","Pranav","M",40000
"1986-01-07",264988,"Denos","Hauke","M",40000
"1986-07-31",265033,"Chiodo","Jeane","F",47485
"1986-01-07",265000,"Crelier","Moti","M",49332
"1986-02-14",265001,"Demri","Weiru","F",40000
"1986-05-24",265040,"Choobineh","Yuping","M",79189
"1986-01-04",265009,"Harbusch","Tze","M",40000
"1986-01-16",265017,"Weedon","Cullen","M",40000
"1986-12-15",265093,"Krogh","Siddarth","M",44050
"1986-08-23",265094,"Yurek","Taiji","F",53238
"1986-11-04",265123,"Binding","Rosalyn","M",40000
"1986-10-06",265296,"Gubsky","Eberhardt","M",110820
"1986-06-29",265205,"Glinert","Dines","M",40000
"1986-02-04",265243,"Bierbaum","Heping","F",40315
"1986-03-29",265244,"Bahk","Goo","F",40000
"1986-12-14",265249,"Levergood","Jacqueline","M",40000
"1986-12-02",265259,"Raczkowsky","Mantis","M",40000
"1986-04-18",265297,"Zedlitz","Mamdouh","M",40000
"1986-12-18",265313,"Makinen","Marie","F",45979
"1986-10-09",265286,"Mahmud","Inderjeet","F",69577
"1986-01-27",265327,"Journel","Sahrah","F",75982
"1986-10-25",265348,"Kobara","Zhilian","M",45471
"1986-03-19",265352,"Waleschkowski","Jouni","F",40000
"1986-08-09",265359,"Stenning","Seongbin","M",40000
"1986-01-30",265365,"Reghbati","Tsz","F",64479
"1986-03-15",265428,"Detkin","Vasilis","F",40000
"1986-12-07",265385,"Pouyioutas","Zijian","F",41713
"1986-01-29",265443,"Hellwagner","Dinkar","M",46111
"1986-11-19",265387,"Orsini","Giao","F",40000
"1986-03-05",265471,"Vanwelkenhuysen","Yuuichi","F",53679
"1986-05-08",265418,"Thebaut","Yoshinari","M",67992
"1986-04-01",265478,"Halevi","Kaijung","F",55749
"1986-02-14",265490,"Gunderson","Satosi","M",66008
"1986-09-04",265511,"Welham","Kerhong","M",55535
"1986-05-24",265540,"Reistad","Matt","M",40000
"1986-02-26",265545,"Denis","Zdislav","M",70340
"1986-10-13",265700,"Karcich","Mayuko","F",50513
"1986-02-11",265566,"Mattern","Uli","M",75940
"1986-06-11",265723,"Sadowski","Patricia","F",66048
